,Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Price,Discount,Weather Condition,Promotion,Competitor Pricing,Seasonality,Epidemic,Demand
762,2022-01-08,S004,P0003,Furniture,West,389,115,0,120.54,20,Cloudy,1,136.15,Winter,0,96
763,2022-01-08,S004,P0004,Groceries,West,189,88,333,45.12,25,Cloudy,1,53.21,Winter,0,134
765,2022-01-08,S004,P0006,Groceries,West,232,174,307,32.07,25,Cloudy,1,38.56,Winter,0,149
770,2022-01-08,S004,P0011,Clothing,West,636,170,653,68.04,10,Cloudy,1,57.9,Winter,0,156
780,2022-01-08,S005,P0001,Groceries,North,230,139,299,10.63,25,Snowy,1,11.75,Winter,0,152
783,2022-01-08,S005,P0004,Groceries,North,131,128,128,7.13,20,Snowy,1,8.54,Winter,0,146
785,2022-01-08,S005,P0006,Groceries,North,425,71,0,48.22,25,Snowy,1,43.59,Winter,0,106
787,2022-01-08,S005,P0008,Groceries,North,122,122,201,65.98,25,Snowy,1,59.02,Winter,0,198
802,2022-01-09,S001,P0003,Clothing,North,199,165,526,66.41,5,Sunny,0,64.8,Winter,0,157
804,2022-01-09,S001,P0005,Groceries,North,1198,88,0,56.42,5,Sunny,0,63.03,Winter,0,99
816,2022-01-09,S001,P0017,Toys,North,98,70,93,17.97,25,Sunny,1,16.67,Winter,0,95
819,2022-01-09,S001,P0020,Furniture,North,507,217,786,131.7,25,Sunny,1,126.45,Winter,0,186
824,2022-01-09,S002,P0005,Electronics,South,432,60,312,89.65,5,Cloudy,0,83.39,Winter,0,86
829,2022-01-09,S002,P0010,Groceries,South,129,129,226,99.51,20,Cloudy,1,106.88,Winter,0,219
836,2022-01-09,S002,P0017,Toys,South,111,111,578,21.43,25,Cloudy,1,19.79,Winter,0,183
839,2022-01-09,S002,P0020,Furniture,South,104,104,0,143.21,20,Cloudy,1,127.5,Winter,0,162
852,2022-01-09,S003,P0013,Groceries,East,1004,118,0,74.17,10,Sunny,0,69.48,Winter,0,121
856,2022-01-09,S003,P0017,Furniture,East,621,179,756,119.73,25,Sunny,1,127.49,Winter,0,162
859,2022-01-09,S003,P0020,Clothing,East,390,222,0,98.38,15,Sunny,1,118.52,Winter,0,263
860,2022-01-09,S004,P0001,Groceries,West,626,126,676,14.34,5,Cloudy,0,13.33,Winter,0,186
869,2022-01-09,S004,P0010,Groceries,West,784,99,0,21.73,25,Cloudy,1,20.17,Winter,0,116
879,2022-01-09,S004,P0020,Furniture,West,132,67,0,102.05,25,Cloudy,1,112.26,Winter,0,85
889,2022-01-09,S005,P0010,Groceries,North,569,233,518,73.1,10,Sunny,1,88.08,Winter,0,207
899,2022-01-09,S005,P0020,Toys,North,104,104,199,34.99,25,Sunny,1,42.18,Winter,0,248
904,2022-01-10,S001,P0005,Groceries,North,1110,142,0,61.16,10,Cloudy,0,65.97,Winter,0,142
910,2022-01-10,S001,P0011,Furniture,North,89,89,188,171.1,0,Cloudy,0,206.83,Winter,0,90
917,2022-01-10,S001,P0018,Groceries,North,148,148,218,88.17,10,Cloudy,1,75.18,Winter,0,259
919,2022-01-10,S001,P0020,Furniture,North,290,22,0,72.13,25,Cloudy,1,81.55,Winter,0,21
920,2022-01-10,S002,P0001,Groceries,South,356,147,407,92.41,5,Cloudy,0,88.99,Winter,0,140
931,2022-01-10,S002,P0012,Electronics,South,523,126,707,76.85,10,Cloudy,0,65.9,Winter,0,149
936,2022-01-10,S002,P0017,Toys,South,442,103,0,18.81,20,Cloudy,1,21.5,Winter,0,131
937,2022-01-10,S002,P0018,Clothing,South,110,110,148,23.86,25,Cloudy,1,26.25,Winter,0,138
939,2022-01-10,S002,P0020,Furniture,South,498,86,0,112.29,20,Cloudy,1,121.05,Winter,0,98
941,2022-01-10,S003,P0002,Groceries,East,542,183,727,63.2,20,Cloudy,1,72.68,Winter,0,220
946,2022-01-10,S003,P0007,Groceries,East,353,108,0,15.05,25,Cloudy,1,14.05,Winter,0,149
952,2022-01-10,S003,P0013,Groceries,East,886,161,0,81.49,5,Cloudy,0,89.92,Winter,0,152
953,2022-01-10,S003,P0014,Groceries,East,347,127,332,104.46,0,Cloudy,0,115.53,Winter,0,128
956,2022-01-10,S003,P0017,Furniture,East,442,83,0,113.54,20,Cloudy,1,105.88,Winter,0,105
959,2022-01-10,S003,P0020,Clothing,East,168,168,979,93.11,25,Cloudy,1,81.4,Winter,0,271
961,2022-01-10,S004,P0002,Groceries,West,152,152,309,21.6,15,Cloudy,1,23.84,Winter,0,174
968,2022-01-10,S004,P0009,Clothing,West,460,170,498,135.11,0,Cloudy,0,156.6,Winter,0,146
976,2022-01-10,S004,P0017,Clothing,West,230,76,0,83.44,20,Cloudy,1,98.43,Winter,0,116
977,2022-01-10,S004,P0018,Furniture,West,136,106,108,128.85,25,Cloudy,1,140.04,Winter,0,92
981,2022-01-10,S005,P0002,Electronics,North,358,130,497,45.9,20,Cloudy,1,43.64,Winter,0,189
985,2022-01-10,S005,P0006,Groceries,North,872,55,0,57.85,0,Cloudy,0,64.62,Winter,0,89
991,2022-01-10,S005,P0012,Furniture,North,482,93,492,151.97,0,Cloudy,0,142.67,Winter,0,107
992,2022-01-10,S005,P0013,Groceries,North,425,94,457,79.93,5,Cloudy,0,91.51,Winter,0,137
999,2022-01-10,S005,P0020,Toys,North,199,197,200,31.28,25,Cloudy,1,30.97,Winter,0,179
1004,2022-01-11,S001,P0005,Groceries,North,968,80,0,53.96,15,Cloudy,1,53.94,Winter,0,103
1009,2022-01-11,S001,P0010,Furniture,North,404,82,500,144.24,0,Cloudy,0,166.65,Winter,0,109
1013,2022-01-11,S001,P0014,Groceries,North,355,99,329,58.9,25,Cloudy,1,70.84,Winter,0,122
1014,2022-01-11,S001,P0015,Toys,North,211,100,0,14.0,25,Cloudy,1,13.98,Winter,0,126
1024,2022-01-11,S002,P0005,Electronics,South,278,108,441,83.53,20,Sunny,1,87.97,Winter,0,133
1025,2022-01-11,S002,P0006,Clothing,South,171,171,210,76.07,20,Sunny,1,67.67,Winter,0,208
1028,2022-01-11,S002,P0009,Groceries,South,291,143,356,82.18,5,Sunny,0,72.39,Winter,0,194
1030,2022-01-11,S002,P0011,Groceries,South,829,93,0,107.39,10,Sunny,0,106.72,Winter,0,155
1033,2022-01-11,S002,P0014,Electronics,South,939,203,919,142.46,25,Sunny,1,129.42,Winter,0,229
1034,2022-01-11,S002,P0015,Clothing,South,342,178,0,67.32,25,Sunny,1,57.59,Winter,0,168
1035,2022-01-11,S002,P0016,Clothing,South,392,217,393,88.81,25,Sunny,1,105.87,Winter,0,196
1038,2022-01-11,S002,P0019,Clothing,South,973,75,0,91.42,0,Sunny,0,88.1,Winter,0,93
1039,2022-01-11,S002,P0020,Furniture,South,412,166,375,136.37,20,Sunny,1,130.43,Winter,0,144
1044,2022-01-11,S003,P0005,Toys,East,528,181,767,21.8,25,Sunny,1,19.73,Winter,0,160
1050,2022-01-11,S003,P0011,Electronics,East,285,123,317,150.34,0,Sunny,0,150.16,Winter,0,142
1053,2022-01-11,S003,P0014,Groceries,East,220,144,431,100.61,15,Sunny,1,111.45,Winter,0,172
1054,2022-01-11,S003,P0015,Groceries,East,589,158,786,122.99,10,Sunny,1,110.96,Winter,0,196
1055,2022-01-11,S003,P0016,Electronics,East,94,94,412,100.18,25,Sunny,1,111.87,Winter,0,195
1057,2022-01-11,S003,P0018,Furniture,East,512,86,532,144.77,5,Sunny,0,159.5,Winter,0,111
1059,2022-01-11,S003,P0020,Clothing,East,891,68,0,58.39,25,Sunny,1,55.8,Winter,0,94
1060,2022-01-11,S004,P0001,Groceries,West,362,215,0,14.47,0,Cloudy,0,16.55,Winter,0,190
1061,2022-01-11,S004,P0002,Groceries,West,0,0,372,23.33,10,Cloudy,1,26.55,Winter,0,182
1064,2022-01-11,S004,P0005,Clothing,West,188,90,162,63.36,25,Cloudy,1,71.41,Winter,0,143
1066,2022-01-11,S004,P0007,Groceries,West,305,74,362,26.81,10,Cloudy,0,23.37,Winter,0,93
1079,2022-01-11,S004,P0020,Furniture,West,271,146,333,164.09,10,Cloudy,1,161.29,Winter,0,164
1084,2022-01-11,S005,P0005,Groceries,North,290,120,236,14.91,25,Cloudy,1,14.26,Winter,0,145
1085,2022-01-11,S005,P0006,Groceries,North,817,190,1074,69.88,25,Cloudy,1,60.91,Winter,0,245
1090,2022-01-11,S005,P0011,Electronics,North,307,63,313,76.82,0,Cloudy,0,86.51,Winter,0,82
1093,2022-01-11,S005,P0014,Furniture,North,340,4,0,92.97,25,Cloudy,1,99.14,Winter,0,4
1094,2022-01-11,S005,P0015,Groceries,North,170,121,354,61.83,10,Cloudy,1,54.15,Winter,0,189
1095,2022-01-11,S005,P0016,Toys,North,432,94,458,33.73,20,Cloudy,1,36.54,Winter,0,156
1104,2022-01-12,S001,P0005,Groceries,North,888,90,0,61.19,10,Snowy,0,55.59,Winter,0,125
1105,2022-01-12,S001,P0006,Toys,North,196,121,384,43.79,0,Snowy,0,51.43,Winter,0,115
1107,2022-01-12,S001,P0008,Electronics,North,142,142,144,38.96,25,Snowy,1,44.32,Winter,0,142
1114,2022-01-12,S001,P0015,Toys,North,111,84,85,12.13,20,Snowy,1,13.23,Winter,0,78
1115,2022-01-12,S001,P0016,Groceries,North,522,84,0,30.1,25,Snowy,1,33.62,Winter,0,108
1121,2022-01-12,S002,P0002,Toys,South,206,169,340,38.32,0,Snowy,0,41.45,Winter,0,142
1122,2022-01-12,S002,P0003,Groceries,South,504,156,412,91.23,10,Snowy,1,89.34,Winter,0,155
1134,2022-01-12,S002,P0015,Clothing,South,962,132,0,71.36,25,Snowy,1,65.51,Winter,0,191
1135,2022-01-12,S002,P0016,Clothing,South,175,92,0,78.04,25,Snowy,1,71.02,Winter,0,130
1138,2022-01-12,S002,P0019,Clothing,South,898,12,0,60.55,5,Snowy,0,65.98,Winter,0,14
1143,2022-01-12,S003,P0004,Groceries,East,171,131,528,28.73,0,Sunny,0,24.67,Winter,0,153
1146,2022-01-12,S003,P0007,Groceries,East,1187,102,0,18.37,5,Sunny,0,15.95,Winter,0,137
1148,2022-01-12,S003,P0009,Groceries,East,223,184,238,62.71,20,Sunny,1,66.36,Winter,0,233
1149,2022-01-12,S003,P0010,Groceries,East,100,100,290,53.19,10,Sunny,1,59.01,Winter,0,252
1152,2022-01-12,S003,P0013,Groceries,East,623,151,795,81.04,25,Sunny,1,97.3,Winter,0,244
1154,2022-01-12,S003,P0015,Groceries,East,431,105,0,86.14,20,Sunny,1,98.36,Winter,0,128
1155,2022-01-12,S003,P0016,Electronics,East,250,213,0,120.66,15,Sunny,1,106.0,Winter,0,199
1156,2022-01-12,S003,P0017,Furniture,East,301,22,0,81.34,25,Sunny,1,80.81,Winter,0,32
1159,2022-01-12,S003,P0020,Clothing,East,823,113,0,79.66,5,Sunny,0,68.19,Winter,0,117
1162,2022-01-12,S004,P0003,Furniture,West,303,38,0,102.02,25,Snowy,1,93.55,Winter,0,53
1166,2022-01-12,S004,P0007,Groceries,West,231,106,692,31.26,10,Snowy,0,35.29,Winter,0,161
1167,2022-01-12,S004,P0008,Furniture,West,79,34,51,73.72,20,Snowy,1,68.67,Winter,0,43
1168,2022-01-12,S004,P0009,Clothing,West,173,60,0,87.77,25,Snowy,1,94.68,Winter,0,99
1169,2022-01-12,S004,P0010,Groceries,West,543,110,518,26.1,15,Snowy,1,29.54,Winter,0,153
1170,2022-01-12,S004,P0011,Clothing,West,853,118,0,70.22,0,Snowy,0,61.83,Winter,0,131
1174,2022-01-12,S004,P0015,Furniture,West,240,105,0,83.75,25,Snowy,1,72.5,Winter,0,101
1176,2022-01-12,S004,P0017,Clothing,West,153,85,156,94.57,20,Snowy,1,85.78,Winter,0,141
1182,2022-01-12,S005,P0003,Toys,North,127,71,101,25.56,20,Snowy,1,24.92,Winter,0,96
1187,2022-01-12,S005,P0008,Groceries,North,161,125,96,54.35,20,Snowy,1,51.57,Winter,0,106
1188,2022-01-12,S005,P0009,Groceries,North,485,159,489,98.4,20,Snowy,1,118.29,Winter,0,184
1189,2022-01-12,S005,P0010,Groceries,North,717,106,0,46.75,25,Snowy,1,53.03,Winter,0,111
1196,2022-01-12,S005,P0017,Toys,North,125,125,146,33.71,25,Snowy,1,29.82,Winter,0,135
1200,2022-01-13,S001,P0001,Electronics,North,133,80,0,54.01,20,Cloudy,1,61.35,Winter,0,77
1201,2022-01-13,S001,P0002,Clothing,North,192,179,161,62.77,25,Cloudy,1,57.1,Winter,0,161
1202,2022-01-13,S001,P0003,Clothing,North,655,200,895,57.76,20,Cloudy,1,66.42,Winter,0,189
1204,2022-01-13,S001,P0005,Groceries,North,798,131,0,49.79,25,Cloudy,1,44.36,Winter,0,117
1206,2022-01-13,S001,P0007,Groceries,North,625,170,730,27.05,10,Cloudy,0,31.64,Winter,0,162
1212,2022-01-13,S001,P0013,Toys,North,137,137,142,29.52,25,Cloudy,1,33.43,Winter,0,150
1214,2022-01-13,S001,P0015,Toys,North,112,105,113,12.83,20,Cloudy,1,14.62,Winter,0,94
1219,2022-01-13,S001,P0020,Furniture,North,909,126,0,158.84,0,Cloudy,0,146.62,Winter,0,149
1221,2022-01-13,S002,P0002,Toys,South,37,37,393,32.83,25,Cloudy,1,31.19,Winter,0,172
1222,2022-01-13,S002,P0003,Groceries,South,348,123,0,66.66,20,Cloudy,1,79.1,Winter,0,107
1223,2022-01-13,S002,P0004,Groceries,South,286,101,482,41.8,20,Cloudy,1,40.08,Winter,0,151
1224,2022-01-13,S002,P0005,Electronics,South,403,147,0,90.28,20,Cloudy,1,99.45,Winter,0,161
1227,2022-01-13,S002,P0008,Groceries,South,151,151,117,21.86,25,Cloudy,1,24.15,Winter,0,137
1232,2022-01-13,S002,P0013,Groceries,South,95,78,407,19.73,20,Cloudy,1,17.53,Winter,0,115
1234,2022-01-13,S002,P0015,Clothing,South,830,178,0,69.92,20,Cloudy,1,66.73,Winter,0,158
1238,2022-01-13,S002,P0019,Clothing,South,886,130,0,87.7,5,Cloudy,0,100.31,Winter,0,112
1240,2022-01-13,S003,P0001,Toys,East,79,79,311,16.75,20,Cloudy,1,15.49,Winter,0,150
1241,2022-01-13,S003,P0002,Groceries,East,862,151,0,54.31,25,Cloudy,1,53.01,Winter,0,165
1242,2022-01-13,S003,P0003,Electronics,East,190,133,146,87.71,25,Cloudy,1,86.68,Winter,0,167
1243,2022-01-13,S003,P0004,Groceries,East,40,40,0,20.22,25,Cloudy,1,18.4,Winter,0,131
1246,2022-01-13,S003,P0007,Groceries,East,1085,81,0,15.91,0,Cloudy,0,17.24,Winter,0,91
1247,2022-01-13,S003,P0008,Clothing,East,190,143,353,118.15,20,Cloudy,1,129.54,Winter,0,179
1252,2022-01-13,S003,P0013,Groceries,East,472,179,0,76.86,20,Cloudy,1,66.91,Winter,0,175
1254,2022-01-13,S003,P0015,Groceries,East,326,54,0,67.87,25,Cloudy,1,61.0,Winter,0,61
1256,2022-01-13,S003,P0017,Furniture,East,1035,53,0,116.81,0,Cloudy,0,102.26,Winter,0,50
1259,2022-01-13,S003,P0020,Clothing,East,710,219,0,106.11,0,Cloudy,0,103.78,Winter,0,202
1260,2022-01-13,S004,P0001,Groceries,West,774,110,694,12.04,15,Cloudy,1,13.06,Winter,0,182
1262,2022-01-13,S004,P0003,Furniture,West,265,86,340,139.52,15,Cloudy,1,137.57,Winter,0,107
1264,2022-01-13,S004,P0005,Clothing,West,217,165,228,76.94,25,Cloudy,1,70.95,Winter,0,196
1270,2022-01-13,S004,P0011,Clothing,West,735,171,617,74.63,0,Cloudy,0,80.54,Winter,0,171
1274,2022-01-13,S004,P0015,Furniture,West,135,60,0,72.05,25,Cloudy,1,85.18,Winter,0,72
1280,2022-01-13,S005,P0001,Groceries,North,35,35,380,11.6,20,Cloudy,1,14.03,Winter,0,160
1281,2022-01-13,S005,P0002,Electronics,North,531,105,0,32.93,25,Cloudy,1,38.12,Winter,0,112
1284,2022-01-13,S005,P0005,Groceries,North,338,203,497,18.2,25,Cloudy,1,20.26,Winter,0,245
1294,2022-01-13,S005,P0015,Groceries,North,510,126,0,40.35,25,Cloudy,1,46.84,Winter,0,120
1304,2022-01-14,S001,P0005,Groceries,North,667,117,684,69.51,0,Sunny,0,73.3,Winter,0,150
1306,2022-01-14,S001,P0007,Groceries,North,455,176,0,25.07,20,Sunny,1,24.62,Winter,0,158
1308,2022-01-14,S001,P0009,Clothing,North,267,86,0,73.05,25,Sunny,1,86.36,Winter,0,123
1311,2022-01-14,S001,P0012,Groceries,North,278,132,369,92.76,15,Sunny,1,83.79,Winter,0,174
1313,2022-01-14,S001,P0014,Groceries,North,437,140,458,80.45,10,Sunny,0,70.51,Winter,0,148
1315,2022-01-14,S001,P0016,Groceries,North,378,184,567,47.23,5,Sunny,0,43.09,Winter,0,164
1323,2022-01-14,S002,P0004,Groceries,South,185,98,0,37.56,20,Cloudy,1,43.25,Winter,0,132
1326,2022-01-14,S002,P0007,Toys,South,439,131,336,23.51,25,Cloudy,1,27.6,Winter,0,125
1328,2022-01-14,S002,P0009,Groceries,South,373,129,317,70.05,15,Cloudy,1,66.84,Winter,0,175
1331,2022-01-14,S002,P0012,Electronics,South,940,80,0,54.15,25,Cloudy,1,63.25,Winter,0,110
1338,2022-01-14,S002,P0019,Clothing,South,756,83,0,71.23,25,Cloudy,1,81.24,Winter,0,121
1343,2022-01-14,S003,P0004,Groceries,East,256,137,0,20.87,25,Cloudy,1,20.57,Winter,0,142
1346,2022-01-14,S003,P0007,Groceries,East,1004,163,0,17.55,10,Cloudy,1,16.46,Winter,0,139
1348,2022-01-14,S003,P0009,Groceries,East,228,228,237,65.04,15,Cloudy,1,64.3,Winter,0,201
1352,2022-01-14,S003,P0013,Groceries,East,293,106,0,70.06,20,Cloudy,1,82.43,Winter,0,159
1356,2022-01-14,S003,P0017,Furniture,East,982,90,0,135.97,5,Cloudy,0,135.02,Winter,0,108
1358,2022-01-14,S003,P0019,Groceries,East,121,121,204,63.16,20,Cloudy,1,56.6,Winter,0,207
1359,2022-01-14,S003,P0020,Clothing,East,1470,72,0,73.49,10,Cloudy,0,63.75,Winter,0,108
1363,2022-01-14,S004,P0004,Groceries,West,452,123,622,56.18,20,Snowy,1,61.27,Winter,0,191
1366,2022-01-14,S004,P0007,Groceries,West,19,19,0,33.27,20,Snowy,1,31.94,Winter,0,212
1368,2022-01-14,S004,P0009,Clothing,West,482,143,386,110.45,20,Snowy,1,94.36,Winter,0,136
1371,2022-01-14,S004,P0012,Electronics,West,104,84,82,97.53,20,Snowy,1,84.65,Winter,0,97
1372,2022-01-14,S004,P0013,Groceries,West,324,117,480,21.47,20,Snowy,1,21.17,Winter,0,171
1373,2022-01-14,S004,P0014,Furniture,West,156,61,163,178.7,0,Snowy,0,210.27,Winter,0,93
1383,2022-01-14,S005,P0004,Groceries,North,153,153,177,8.39,25,Sunny,1,7.27,Winter,0,213
1386,2022-01-14,S005,P0007,Groceries,North,337,168,256,74.78,25,Sunny,1,64.49,Winter,0,144
1388,2022-01-14,S005,P0009,Groceries,North,220,134,0,90.07,20,Sunny,1,97.22,Winter,0,151
1389,2022-01-14,S005,P0010,Groceries,North,485,162,387,70.34,5,Sunny,0,63.08,Winter,0,152
1390,2022-01-14,S005,P0011,Electronics,North,76,76,734,90.64,10,Sunny,0,103.77,Winter,0,171
1391,2022-01-14,S005,P0012,Furniture,North,790,48,0,90.87,20,Sunny,1,103.14,Winter,0,40
1392,2022-01-14,S005,P0013,Groceries,North,442,152,528,86.61,10,Sunny,1,78.18,Winter,0,167
1394,2022-01-14,S005,P0015,Groceries,North,384,111,348,58.11,10,Sunny,0,52.3,Winter,0,166
1403,2022-01-15,S001,P0004,Electronics,North,91,89,0,97.1,25,Sunny,1,85.07,Winter,0,136
1410,2022-01-15,S001,P0011,Furniture,North,216,121,197,178.08,0,Sunny,0,198.55,Winter,0,102
1415,2022-01-15,S001,P0016,Groceries,North,194,64,0,29.37,20,Sunny,1,34.98,Winter,0,82
1419,2022-01-15,S001,P0020,Furniture,North,749,97,0,118.21,25,Sunny,1,117.25,Winter,0,146
1420,2022-01-15,S002,P0001,Groceries,South,337,190,625,83.39,20,Sunny,1,99.51,Winter,0,185
1422,2022-01-15,S002,P0003,Groceries,South,542,151,465,94.44,10,Sunny,1,82.31,Winter,0,168
1431,2022-01-15,S002,P0012,Electronics,South,860,40,0,59.43,0,Sunny,0,71.27,Winter,0,54
1433,2022-01-15,S002,P0014,Electronics,South,1455,60,0,109.95,10,Sunny,0,117.67,Winter,0,89
1434,2022-01-15,S002,P0015,Clothing,South,519,95,650,78.15,0,Sunny,0,88.9,Winter,0,137
1436,2022-01-15,S002,P0017,Toys,South,498,63,0,15.31,25,Sunny,1,16.88,Winter,0,87
1439,2022-01-15,S002,P0020,Furniture,South,374,54,0,109.39,20,Sunny,1,122.9,Winter,0,90
1440,2022-01-15,S003,P0001,Toys,East,508,127,0,14.53,25,Snowy,1,13.42,Winter,0,123
1442,2022-01-15,S003,P0003,Electronics,East,112,112,199,97.34,20,Snowy,1,89.39,Winter,0,182
1444,2022-01-15,S003,P0005,Toys,East,881,113,0,24.45,10,Snowy,0,21.52,Winter,0,136
1446,2022-01-15,S003,P0007,Groceries,East,841,92,0,19.42,0,Snowy,0,16.53,Winter,0,138
1454,2022-01-15,S003,P0015,Groceries,East,972,50,0,79.18,5,Snowy,0,83.75,Winter,0,53
1455,2022-01-15,S003,P0016,Electronics,East,232,223,582,118.07,25,Snowy,1,105.18,Winter,0,243
1456,2022-01-15,S003,P0017,Furniture,East,892,49,0,93.1,20,Snowy,1,105.39,Winter,0,63
1459,2022-01-15,S003,P0020,Clothing,East,1398,110,0,67.52,15,Snowy,1,61.25,Winter,0,100
1460,2022-01-15,S004,P0001,Groceries,West,520,97,0,9.43,25,Snowy,1,9.14,Winter,0,121
1462,2022-01-15,S004,P0003,Furniture,West,117,22,0,93.99,20,Snowy,1,100.74,Winter,0,30
1476,2022-01-15,S004,P0017,Clothing,West,121,121,148,87.71,20,Snowy,1,97.19,Winter,0,133
1480,2022-01-15,S005,P0001,Groceries,North,533,205,0,13.98,10,Sunny,1,16.92,Winter,0,187
1483,2022-01-15,S005,P0004,Groceries,North,177,177,161,8.24,20,Sunny,1,8.01,Winter,0,180
1485,2022-01-15,S005,P0006,Groceries,North,1261,130,0,64.24,10,Sunny,0,61.91,Winter,0,140
1493,2022-01-15,S005,P0014,Furniture,North,212,162,465,228.03,0,Sunny,0,194.94,Winter,0,161
1495,2022-01-15,S005,P0016,Toys,North,465,209,473,34.02,25,Sunny,1,38.38,Winter,0,183
1503,2022-01-16,S001,P0004,Electronics,North,293,113,233,98.37,20,Cloudy,1,112.17,Winter,0,136
1504,2022-01-16,S001,P0005,Groceries,North,409,165,0,58.46,25,Cloudy,1,70.47,Winter,0,193
1505,2022-01-16,S001,P0006,Toys,North,322,121,390,44.29,5,Cloudy,0,40.27,Winter,0,118
1508,2022-01-16,S001,P0009,Clothing,North,196,138,113,75.96,25,Cloudy,1,69.42,Winter,0,119
1509,2022-01-16,S001,P0010,Furniture,North,605,35,0,94.62,25,Cloudy,1,93.47,Winter,0,56
1514,2022-01-16,S001,P0015,Toys,North,173,112,121,14.89,20,Cloudy,1,14.43,Winter,0,125
1523,2022-01-16,S002,P0004,Groceries,South,482,107,0,33.85,20,Snowy,1,38.13,Winter,0,99
1524,2022-01-16,S002,P0005,Electronics,South,535,138,553,79.02,25,Snowy,1,76.09,Winter,0,119
1530,2022-01-16,S002,P0011,Groceries,South,403,104,493,102.69,5,Snowy,0,113.68,Winter,0,139
1531,2022-01-16,S002,P0012,Electronics,South,820,57,0,60.92,10,Snowy,0,55.19,Winter,0,75
1533,2022-01-16,S002,P0014,Electronics,South,1395,11,0,91.99,5,Snowy,0,83.94,Winter,0,16
1534,2022-01-16,S002,P0015,Clothing,South,424,104,0,62.19,25,Snowy,1,58.53,Winter,0,140
1538,2022-01-16,S002,P0019,Clothing,South,580,91,521,96.65,10,Snowy,1,87.85,Winter,0,145
1544,2022-01-16,S003,P0005,Toys,East,768,148,0,21.37,25,Snowy,1,21.16,Winter,0,153
1548,2022-01-16,S003,P0009,Groceries,East,165,86,0,38.98,25,Snowy,1,44.11,Winter,0,85
1549,2022-01-16,S003,P0010,Groceries,East,230,95,0,31.91,20,Snowy,1,29.6,Winter,0,88
1552,2022-01-16,S003,P0013,Groceries,East,910,121,0,68.24,10,Snowy,0,82.11,Winter,0,110
1554,2022-01-16,S003,P0015,Groceries,East,922,127,0,95.41,10,Snowy,1,114.39,Winter,0,123
1556,2022-01-16,S003,P0017,Furniture,East,843,64,0,100.73,15,Snowy,1,96.94,Winter,0,54
1559,2022-01-16,S003,P0020,Clothing,East,1288,70,0,70.42,0,Snowy,0,69.64,Winter,0,65
1563,2022-01-16,S004,P0004,Groceries,West,206,58,0,40.77,20,Sunny,1,45.22,Winter,0,82
1566,2022-01-16,S004,P0007,Groceries,West,999,113,0,33.61,0,Sunny,0,30.68,Winter,0,132
1574,2022-01-16,S004,P0015,Furniture,West,240,121,319,90.58,20,Sunny,1,86.31,Winter,0,105
1576,2022-01-16,S004,P0017,Clothing,West,148,148,243,111.58,20,Sunny,1,110.87,Winter,0,203
1578,2022-01-16,S004,P0019,Clothing,West,116,106,98,50.21,20,Sunny,1,53.95,Winter,0,109
1585,2022-01-16,S005,P0006,Groceries,North,1131,190,0,78.27,5,Cloudy,0,73.23,Winter,0,193
1589,2022-01-16,S005,P0010,Groceries,North,237,151,0,51.76,25,Cloudy,1,62.44,Winter,0,145
1594,2022-01-16,S005,P0015,Groceries,North,542,234,0,62.45,15,Cloudy,1,62.14,Winter,0,217
1600,2022-01-17,S001,P0001,Electronics,North,287,73,0,61.85,20,Sunny,1,61.83,Winter,0,102
1601,2022-01-17,S001,P0002,Clothing,North,112,112,276,87.82,15,Sunny,1,86.74,Winter,0,246
1602,2022-01-17,S001,P0003,Clothing,North,989,236,0,67.36,10,Sunny,0,72.73,Winter,0,203
1606,2022-01-17,S001,P0007,Groceries,North,875,111,0,22.95,10,Sunny,1,26.83,Winter,0,106
1609,2022-01-17,S001,P0010,Furniture,North,570,65,0,103.06,20,Sunny,1,124.17,Winter,0,76
1610,2022-01-17,S001,P0011,Furniture,North,262,115,432,183.16,20,Sunny,1,207.86,Winter,0,189
1613,2022-01-17,S001,P0014,Groceries,North,577,187,820,95.67,10,Sunny,1,112.68,Winter,0,237
1618,2022-01-17,S001,P0019,Furniture,North,88,88,104,102.58,20,Sunny,1,101.36,Winter,0,97
1620,2022-01-17,S002,P0001,Groceries,South,38,38,0,78.85,20,Snowy,1,89.96,Winter,0,163
1623,2022-01-17,S002,P0004,Groceries,South,375,178,443,40.55,20,Snowy,1,44.41,Winter,0,159
1626,2022-01-17,S002,P0007,Toys,South,491,173,451,27.99,25,Snowy,1,25.4,Winter,0,168
1630,2022-01-17,S002,P0011,Groceries,South,299,163,0,103.26,20,Snowy,1,97.61,Winter,0,185
1632,2022-01-17,S002,P0013,Groceries,South,328,83,403,23.4,5,Snowy,0,25.29,Winter,0,131
1633,2022-01-17,S002,P0014,Electronics,South,1384,43,0,95.31,10,Snowy,1,103.84,Winter,0,50
1636,2022-01-17,S002,P0017,Toys,South,350,110,311,22.06,0,Snowy,0,21.71,Winter,0,95
1638,2022-01-17,S002,P0019,Clothing,South,489,183,0,96.69,20,Snowy,1,83.35,Winter,0,189
1640,2022-01-17,S003,P0001,Toys,East,356,137,334,18.42,15,Cloudy,1,16.39,Winter,0,162
1641,2022-01-17,S003,P0002,Groceries,East,397,169,499,52.54,25,Cloudy,1,63.3,Winter,0,172
1643,2022-01-17,S003,P0004,Groceries,East,519,208,665,33.19,10,Cloudy,1,32.41,Winter,0,254
